image_path,image_name,object_id,score,label,class_id,x1,y1,x2,y2,padding_ratio,bbox_area,mask_area,mask_tightness,bbox_crop_purity,bbox_visual_background_ratio,mask_crop_purity_white_bg,mask_crop_visual_background_ratio_white_bg,removed_background_pixels,removed_visual_background_ratio,example_bbox_crop_path,example_mask_crop_path,example_panel_path
data/yolo_cache/d2s_small_seg/images/test/D2S_003529.jpg,D2S_003529.jpg,1,0.8398339152336121,kilimanjaro_tea_earl_grey,50,1237,475,1526,982,0.05,146523,114796,0.78346744,0.78346744,0.21653256,1.0,0.0,31727,0.21653256,results/article_segmentation/crop_comparison/examples/D2S_003529_obj_0001_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_003529_obj_0001_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_003529_obj_0001_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_004511.jpg,D2S_004511.jpg,1,0.4494180977344513,gepa_bio_und_fair_kraeuterteemischung,47,713,179,1204,579,0.05,196400,109072,0.55535642,0.55535642,0.44464358,1.0,0.0,87328,0.44464358,results/article_segmentation/crop_comparison/examples/D2S_004511_obj_0001_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_004511_obj_0001_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_004511_obj_0001_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_004511.jpg,D2S_004511.jpg,2,0.27336737513542175,gepa_bio_und_fair_fencheltee,45,712,184,1202,576,0.05,192080,109171,0.56836214,0.56836214,0.43163786,1.0,0.0,82909,0.43163786,results/article_segmentation/crop_comparison/examples/D2S_004511_obj_0002_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_004511_obj_0002_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_004511_obj_0002_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_004809.jpg,D2S_004809.jpg,1,0.8793556690216064,gepa_bio_und_fair_pfefferminztee,48,501,0,1087,499,0.05,292414,135274,0.46261123,0.46261123,0.53738877,1.0,0.0,157140,0.53738877,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0001_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0001_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0001_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_004809.jpg,D2S_004809.jpg,2,0.6299900412559509,gepa_bio_und_fair_kamillentee,46,499,0,1085,496,0.05,290656,135670,0.46677172,0.46677172,0.53322828,1.0,0.0,154986,0.53322828,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0002_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0002_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0002_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_004809.jpg,D2S_004809.jpg,3,0.5208150148391724,ethiquable_gruener_tee_ceylon,44,338,124,792,603,0.05,217466,90874,0.41787682,0.41787682,0.58212318,1.0,0.0,126592,0.58212318,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0003_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0003_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0003_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_004809.jpg,D2S_004809.jpg,4,0.42323869466781616,koelln_muesli_fruechte,16,939,27,1419,442,0.05,199200,100648,0.50526104,0.50526104,0.49473896,1.0,0.0,98552,0.49473896,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0004_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0004_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0004_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_004809.jpg,D2S_004809.jpg,5,0.27011606097221375,gepa_bio_und_fair_fencheltee,45,939,29,1419,440,0.05,197280,101008,0.51200324,0.51200324,0.48799676,1.0,0.0,96272,0.48799676,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0005_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0005_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_004809_obj_0005_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_006622.jpg,D2S_006622.jpg,1,0.9719537496566772,tegernseer_hell_03,10,424,696,754,990,0.05,97020,63622,0.6557617,0.6557617,0.3442383,1.0,0.0,33398,0.3442383,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0001_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0001_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0001_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_006622.jpg,D2S_006622.jpg,2,0.9633597135543823,augustiner_lagerbraeu_hell_05,5,371,916,725,1261,0.05,122130,68464,0.56058299,0.56058299,0.43941701,1.0,0.0,53666,0.43941701,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0002_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0002_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0002_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_006622.jpg,D2S_006622.jpg,3,0.8340281248092651,adelholzener_gourmet_mineralwasser_02,4,987,737,1285,1034,0.05,88506,60875,0.68780648,0.68780648,0.31219352,1.0,0.0,27631,0.31219352,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0003_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0003_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0003_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_006622.jpg,D2S_006622.jpg,4,0.8205225467681885,tegernseer_hell_03,10,385,312,701,603,0.05,91956,64866,0.70540258,0.70540258,0.29459742,1.0,0.0,27090,0.29459742,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0004_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0004_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0004_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_006622.jpg,D2S_006622.jpg,5,0.781848132610321,adelholzener_gourmet_mineralwasser_02,4,387,316,723,605,0.05,97104,66049,0.68018825,0.68018825,0.31981175,1.0,0.0,31055,0.31981175,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0005_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0005_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0005_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_006622.jpg,D2S_006622.jpg,6,0.7659287452697754,augustiner_lagerbraeu_hell_05,5,439,689,770,991,0.05,99962,64564,0.64588544,0.64588544,0.35411456,1.0,0.0,35398,0.35411456,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0006_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0006_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0006_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_006622.jpg,D2S_006622.jpg,7,0.445326030254364,tegernseer_hell_03,10,990,731,1281,1033,0.05,87882,60775,0.69155231,0.69155231,0.30844769,1.0,0.0,27107,0.30844769,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0007_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0007_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0007_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_006622.jpg,D2S_006622.jpg,8,0.27528494596481323,augustiner_lagerbraeu_hell_05,5,385,314,735,611,0.05,103950,66388,0.6386532,0.6386532,0.3613468,1.0,0.0,37562,0.3613468,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0008_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0008_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_006622_obj_0008_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_007621.jpg,D2S_007621.jpg,1,0.7939238548278809,augustiner_lagerbraeu_hell_05,5,1155,377,1629,666,0.05,136986,83470,0.60933234,0.60933234,0.39066766,1.0,0.0,53516,0.39066766,results/article_segmentation/crop_comparison/examples/D2S_007621_obj_0001_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_007621_obj_0001_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_007621_obj_0001_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_007621.jpg,D2S_007621.jpg,2,0.5067971348762512,adelholzener_alpenquelle_naturell_075,1,514,722,855,1064,0.05,116622,69859,0.59902077,0.59902077,0.40097923,1.0,0.0,46763,0.40097923,results/article_segmentation/crop_comparison/examples/D2S_007621_obj_0002_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_007621_obj_0002_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_007621_obj_0002_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_008815.jpg,D2S_008815.jpg,1,0.6328480243682861,orange_single,36,721,584,882,744,0.05,25760,18231,0.70772516,0.70772516,0.29227484,1.0,0.0,7529,0.29227484,results/article_segmentation/crop_comparison/examples/D2S_008815_obj_0001_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_008815_obj_0001_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_008815_obj_0001_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_008815.jpg,D2S_008815.jpg,2,0.5346445441246033,orange_single,36,1083,727,1232,885,0.05,23542,16491,0.70049274,0.70049274,0.29950726,1.0,0.0,7051,0.29950726,results/article_segmentation/crop_comparison/examples/D2S_008815_obj_0002_bbox.jpg,results/article_segmentation/crop_comparison/examples/D2S_008815_obj_0002_mask_white_bg.jpg,results/article_segmentation/crop_comparison/examples/D2S_008815_obj_0002_bbox_vs_mask.jpg
data/yolo_cache/d2s_small_seg/images/test/D2S_008815.jpg,D2S_008815.jpg,3,0.2860541343688965,clementine_single,32,1082,728,1231,886,0.05,23542,16462,0.6992609,0.6992609,0.3007391,1.0,0.0,7080,0.3007391,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_009306.jpg,D2S_009306.jpg,1,0.7492278814315796,banana_single,30,686,372,1052,1054,0.05,249612,69142,0.2769979,0.2769979,0.7230021,1.0,0.0,180470,0.7230021,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_009306.jpg,D2S_009306.jpg,2,0.348408579826355,banana_bundle,29,688,370,1049,1054,0.05,246924,69745,0.28245533,0.28245533,0.71754467,1.0,0.0,177179,0.71754467,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_009325.jpg,D2S_009325.jpg,1,0.8101796507835388,banana_single,30,672,444,1052,1032,0.05,223440,66784,0.29889008,0.29889008,0.70110992,1.0,0.0,156656,0.70110992,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_009423.jpg,D2S_009423.jpg,1,0.9872831106185913,banana_bundle,29,567,168,1196,827,0.05,414511,162895,0.39298113,0.39298113,0.60701887,1.0,0.0,251616,0.60701887,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_009423.jpg,D2S_009423.jpg,2,0.5793671607971191,banana_single,30,525,907,1131,1179,0.05,164832,57376,0.34808775,0.34808775,0.65191225,1.0,0.0,107456,0.65191225,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_009423.jpg,D2S_009423.jpg,3,0.5643188953399658,banana_single,30,470,843,1103,1173,0.05,208890,67564,0.32344296,0.32344296,0.67655704,1.0,0.0,141326,0.67655704,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_011025.jpg,D2S_011025.jpg,1,0.6297817230224609,adelholzener_gourmet_mineralwasser_02,4,708,364,923,602,0.05,51170,33044,0.64576901,0.64576901,0.35423099,1.0,0.0,18126,0.35423099,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_011025.jpg,D2S_011025.jpg,2,0.6093977093696594,adelholzener_gourmet_mineralwasser_02,4,980,814,1208,1105,0.05,66348,38698,0.58325797,0.58325797,0.41674203,1.0,0.0,27650,0.41674203,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_011025.jpg,D2S_011025.jpg,3,0.32224327325820923,adelholzener_classic_naturell_02,3,712,371,920,602,0.05,48048,32177,0.66968448,0.66968448,0.33031552,1.0,0.0,15871,0.33031552,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_011827.jpg,D2S_011827.jpg,1,0.9861021041870117,adelholzener_gourmet_mineralwasser_02,4,1037,374,1291,604,0.05,58420,38143,0.65290996,0.65290996,0.34709004,1.0,0.0,20277,0.34709004,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_011827.jpg,D2S_011827.jpg,2,0.9536786675453186,adelholzener_gourmet_mineralwasser_02,4,880,770,1091,1055,0.05,60135,36700,0.61029351,0.61029351,0.38970649,1.0,0.0,23435,0.38970649,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_011827.jpg,D2S_011827.jpg,3,0.31669774651527405,adelholzener_classic_naturell_02,3,1036,376,1288,605,0.05,57708,37780,0.65467526,0.65467526,0.34532474,1.0,0.0,19928,0.34532474,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_013101.jpg,D2S_013101.jpg,1,0.9955869913101196,apple_red_boskoop,27,680,405,932,668,0.05,66276,45493,0.68641741,0.68641741,0.31358259,1.0,0.0,20783,0.31358259,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_013101.jpg,D2S_013101.jpg,2,0.9948587417602539,apple_red_boskoop,27,889,777,1150,1056,0.05,72819,50782,0.69737294,0.69737294,0.30262706,1.0,0.0,22037,0.30262706,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_013101.jpg,D2S_013101.jpg,3,0.9875646233558655,apple_red_boskoop,27,663,641,941,949,0.05,85624,57304,0.66925161,0.66925161,0.33074839,1.0,0.0,28320,0.33074839,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_013101.jpg,D2S_013101.jpg,4,0.9319684505462646,apple_red_boskoop,27,867,545,1114,803,0.05,63726,42274,0.66337131,0.66337131,0.33662869,1.0,0.0,21452,0.33662869,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_014203.jpg,D2S_014203.jpg,1,0.994746744632721,vine_tomatoes,55,295,490,1403,1208,0.05,795544,384352,0.48313104,0.48313104,0.51686896,1.0,0.0,411192,0.51686896,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_014616.jpg,D2S_014616.jpg,1,0.8079719543457031,roma_vine_tomatoes,56,659,64,1426,1212,0.05,880516,411910,0.46780524,0.46780524,0.53219476,1.0,0.0,468606,0.53219476,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_014616.jpg,D2S_014616.jpg,2,0.5924414396286011,vine_tomatoes,55,666,67,1426,1214,0.05,871720,411271,0.47179255,0.47179255,0.52820745,1.0,0.0,460449,0.52820745,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_015027.jpg,D2S_015027.jpg,1,0.9636950492858887,roma_vine_tomatoes,56,652,302,1324,1232,0.05,624960,207844,0.33257168,0.33257168,0.66742832,1.0,0.0,417116,0.66742832,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_015929.jpg,D2S_015929.jpg,1,0.9963952898979187,grapes_sweet_celebration_seedless,34,673,202,1410,799,0.05,439989,242965,0.55220699,0.55220699,0.44779301,1.0,0.0,197024,0.44779301,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_015929.jpg,D2S_015929.jpg,2,0.9948796033859253,grapes_sweet_celebration_seedless,34,545,0,1213,434,0.05,289912,160177,0.55250214,0.55250214,0.44749786,1.0,0.0,129735,0.44749786,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_015929.jpg,D2S_015929.jpg,3,0.9753984212875366,grapes_sweet_celebration_seedless,34,536,0,1426,808,0.05,719120,380533,0.52916481,0.52916481,0.47083519,1.0,0.0,338587,0.47083519,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_016206.jpg,D2S_016206.jpg,1,0.9991840720176697,avocado,28,979,777,1185,1093,0.05,65096,42391,0.65120745,0.65120745,0.34879255,1.0,0.0,22705,0.34879255,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_016206.jpg,D2S_016206.jpg,2,0.9952329993247986,avocado,28,1072,438,1341,744,0.05,82314,48484,0.5890128,0.5890128,0.4109872,1.0,0.0,33830,0.4109872,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_016206.jpg,D2S_016206.jpg,3,0.9713916778564453,avocado,28,679,840,1010,1046,0.05,68186,44111,0.64692166,0.64692166,0.35307834,1.0,0.0,24075,0.35307834,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_016206.jpg,D2S_016206.jpg,4,0.27131712436676025,kiwi,35,675,840,1004,1050,0.05,69090,44545,0.64473875,0.64473875,0.35526125,1.0,0.0,24545,0.35526125,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_016916.jpg,D2S_016916.jpg,1,0.9290469884872437,corny_schoko_banane,13,738,620,1413,1286,0.05,449550,193306,0.42999889,0.42999889,0.57000111,1.0,0.0,256244,0.57000111,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_017506.jpg,D2S_017506.jpg,1,0.42044711112976074,dr_oetker_vitalis_knuspermuesli_klassisch,15,660,424,1502,1061,0.05,536354,297043,0.55381893,0.55381893,0.44618107,1.0,0.0,239311,0.44618107,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_017516.jpg,D2S_017516.jpg,1,0.4552449882030487,koelln_muesli_fruechte,16,663,427,1502,1063,0.05,533604,290068,0.54360162,0.54360162,0.45639838,1.0,0.0,243536,0.45639838,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_017516.jpg,D2S_017516.jpg,2,0.29166093468666077,dr_oetker_vitalis_knuspermuesli_klassisch,15,664,433,1503,1062,0.05,527731,290758,0.55095873,0.55095873,0.44904127,1.0,0.0,236973,0.44904127,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_018513.jpg,D2S_018513.jpg,1,0.9991723299026489,oranges,37,486,257,1451,1407,0.05,1109750,623407,0.56175445,0.56175445,0.43824555,1.0,0.0,486343,0.43824555,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_018513.jpg,D2S_018513.jpg,2,0.6909090876579285,oranges,37,495,288,1160,1397,0.05,737485,445591,0.60420348,0.60420348,0.39579652,1.0,0.0,291894,0.39579652,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_018513.jpg,D2S_018513.jpg,3,0.3825220763683319,oranges,37,844,245,1426,1336,0.05,634962,357476,0.56298802,0.56298802,0.43701198,1.0,0.0,277486,0.43701198,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_020129.jpg,D2S_020129.jpg,1,0.39771226048469543,pasta_reggia_fusilli,40,620,179,1291,1115,0.05,628056,363007,0.57798508,0.57798508,0.42201492,1.0,0.0,265049,0.42201492,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_020509.jpg,D2S_020509.jpg,1,0.9984399676322937,rocket,57,675,161,1589,771,0.05,557540,330448,0.59268931,0.59268931,0.40731069,1.0,0.0,227092,0.40731069,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_020925.jpg,D2S_020925.jpg,1,0.9554470181465149,pasta_reggia_spaghetti,41,611,466,1045,1421,0.05,414470,190510,0.45964726,0.45964726,0.54035274,1.0,0.0,223960,0.54035274,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_020925.jpg,D2S_020925.jpg,2,0.8259214162826538,roma_vine_tomatoes,56,611,468,1042,1422,0.05,411174,190960,0.46442625,0.46442625,0.53557375,1.0,0.0,220214,0.53557375,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_021227.jpg,D2S_021227.jpg,1,0.999319314956665,salad_iceberg,58,812,341,1444,1043,0.05,443664,269107,0.60655586,0.60655586,0.39344414,1.0,0.0,174557,0.39344414,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_022807.jpg,D2S_022807.jpg,1,0.9998477697372437,clementine,31,701,375,1314,1029,0.05,400902,226075,0.56391587,0.56391587,0.43608413,1.0,0.0,174827,0.43608413,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_024208.jpg,D2S_024208.jpg,1,0.9985892176628113,cafe_wunderbar_espresso,20,476,592,1586,1440,0.05,941280,429724,0.45653153,0.45653153,0.54346847,1.0,0.0,511556,0.54346847,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_024208.jpg,D2S_024208.jpg,2,0.9700522422790527,gepa_italienischer_bio_espresso,23,1024,17,1765,782,0.05,566865,209284,0.36919549,0.36919549,0.63080451,1.0,0.0,357581,0.63080451,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_024208.jpg,D2S_024208.jpg,3,0.8567286729812622,cafe_wunderbar_espresso,20,147,24,1017,1098,0.05,934380,428371,0.4584548,0.4584548,0.5415452,1.0,0.0,506009,0.5415452,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_024208.jpg,D2S_024208.jpg,4,0.7772915959358215,gepa_bio_caffe_crema,22,147,31,1020,1093,0.05,927126,428152,0.46180562,0.46180562,0.53819438,1.0,0.0,498974,0.53819438,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_026011.jpg,D2S_026011.jpg,1,0.9944420456886292,rocket,57,780,311,1710,1219,0.05,844440,284308,0.3366823,0.3366823,0.6633177,1.0,0.0,560132,0.6633177,,,
data/yolo_cache/d2s_small_seg/images/test/D2S_026011.jpg,D2S_026011.jpg,2,0.9685838222503662,clementine,31,488,200,1080,824,0.05,369408,184693,0.49997022,0.49997022,0.50002978,1.0,0.0,184715,0.50002978,,,
